# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   GAK            4     833065     961174    769      68  285133       7.2601   1.5857e-17    5.6534e-05         7.26
_SET3_   CTBP1          4    1195228    1277908    435      52  258060     -0.24064      0.61906    5.6534e-05     -0.24069
_SET3_   NSD2           4    1838123    1993934    512      76  106057     0.074015      0.59743    5.6534e-05     0.073959
_SET3_   NELFA          4    1974441    2045962    243      68  188682     -0.63529      0.81444    5.6534e-05     -0.63534
_SET3_   POLN           4    2063645    2278848    931      55  251117     -0.30941      0.65387    5.6534e-05     -0.30947
_SET3_   ZFYVE28        4    2261324    2455370   1262     121  265964       1.2737      0.13576    5.6534e-05       1.2737
_SET3_   FAM193A        4    2592159    2744302    860      52  201897      0.78427      0.24734    5.6534e-05      0.78421
_SET3_   ADD1           4    2810454    2941803    845      64  155572      0.76503      0.28198    5.6534e-05      0.76497
_SET3_   GRK4           4    2930232    3052474    741      61  227842       2.4935    0.0080186    5.6534e-05       2.4934
_SET3_   HTT            4    3041408    3255687   1182      65  209745     0.069281       0.5238    5.6534e-05     0.069224
_SET3_   RGS12          4    3280874    3451640   1087      95  189013     -0.24333      0.68151    5.6534e-05     -0.24339
_SET3_   STX18          4    4410695    4578775    800      60  255096      0.41917      0.36556    5.6534e-05      0.41911
_SET3_   CRMP1          4    5812491    5929785    791     100  279864      0.54274       0.3465    5.6534e-05      0.54269
_SET3_   JAKMIP1        4    6016661    6237318   1433     253  233079     -0.71982      0.89552    5.6534e-05     -0.71988
_SET3_   PPP2R2C        4    6312305    6600327   1922     229  243800      0.61544      0.42783    5.6534e-05      0.61539
_SET3_   KIAA0232       4    6749459    6895899    601     135  233772     -0.61272      0.82124    5.6534e-05     -0.61277
_SET3_   ABLIM2         4    7957037    8195559   1605     227  219877      -1.1405      0.94648    5.6534e-05      -1.1406
_SET3_   RAB28          4   13333863   13520989   1012      39  279163      -0.8043      0.79888    5.6534e-05     -0.80435
_SET3_   BOD1L1         4   13560362   13664334    476      62  229653      -1.9761      0.98306    5.6534e-05      -1.9761
_SET3_   FBXL5          4   15596007   15696487    411      36  318550       5.3006   4.1865e-08    5.6534e-05       5.3006
_SET3_   LDB2           4   16493164   16935424   2062     239  271635      0.74127      0.38467    5.6534e-05      0.74122
_SET3_   LCORL          4   17834839   18058483    911      45  269849       2.6053    0.0049535    5.6534e-05       2.6053
_SET3_   SLIT2          4   20219566   20632184   1927     209  244011       0.1601      0.59976    5.6534e-05      0.16004
_SET3_   PACRGL         4   20667036   20739980    372      56  283890     -0.42503      0.68597    5.6534e-05     -0.42509
_SET3_   KCNIP4         4   20720234   21985424   7546     349  276507     -0.47932        0.826    5.6534e-05     -0.47938
_SET3_   TBC1D19        4   26550546   26768232    695      61  134375     -0.11751      0.61876    5.6534e-05     -0.11757
_SET3_   STIM2          4   26824329   27037003    786      61  237527      0.12795      0.48071    5.6534e-05       0.1279
_SET3_   PCDH7          4   30686951   31158423   2214     130  274627      -1.2293      0.91985    5.6534e-05      -1.2293
_SET3_   RELL1          4   37582422   37722999    798     115  298931     -0.80314      0.84096    5.6534e-05      -0.8032
_SET3_   TBC1D1         4   37854606   38150796   1407     148  309844       1.7959     0.056287    5.6534e-05       1.7958
_SET3_   KLHL5          4   39011308   39137853    581      39  311293     -0.32145      0.58953    5.6534e-05     -0.32151
_SET3_   WDR19          4   39149024   39297430    452      28  288591     -0.15275      0.51946    5.6534e-05     -0.15281
_SET3_   SMIM14         4   39538917   39675481    517      70  279276     -0.63098      0.76901    5.6534e-05     -0.63104
_SET3_   UBE2K          4   39664664   39794412    546      47  294631      0.31207      0.37892    5.6534e-05      0.31202
_SET3_   PDS5A          4   39814483   40014576    868      55  300518     0.089007      0.46399    5.6534e-05      0.08895
_SET3_   N4BP2          4   40023524   40169872    632      57  317128      -1.8701      0.96999    5.6534e-05      -1.8702
_SET3_   UCHL1          4   41223898   41280446    251      42  332216      0.54254      0.29753    5.6534e-05      0.54248
_SET3_   LIMCH1         4   41327802   41712061   1930     170  233098     -0.91655      0.89532    5.6534e-05      -0.9166
_SET3_   SLC30A9        4   41957516   42099551    705      32  319166      0.23645      0.38006    5.6534e-05       0.2364
_SET3_   KCTD8          4   44165920   44485824   1320     116  259138       1.5077     0.095863    5.6534e-05       1.5077
_SET3_   GABRA2         4   46236470   46427056    810      56  232815      -1.7632      0.96451    5.6534e-05      -1.7633
_SET3_   GABRB1         4   46998295   47442801   1942     154  252079      -1.1176      0.91605    5.6534e-05      -1.1176
_SET3_   SLAIN2         4   48308497   48438218    534      46  296340     -0.76975      0.77434    5.6534e-05     -0.76981
_SET3_   OCIAD1         4   48797599   48873834    192      55  212675    -0.014792      0.58313    5.6534e-05    -0.014848
_SET3_   DCUN1D4        4   52665010   52793003    400      55  183492     -0.98571      0.87834    5.6534e-05     -0.98577
_SET3_   SCFD2          4   53728797   54267242   2152     149  250092     -0.24945      0.69797    5.6534e-05     -0.24951
_SET3_   CLOCK          4   56284068   56448076    835      32  320444      -1.1945      0.85192    5.6534e-05      -1.1945
_SET3_   EXOC1          4   56684802   56781244    395      50  274829      0.34277      0.40032    5.6534e-05      0.34271
_SET3_   CRACD          4   57001361   57206890   1064     153  270587     -0.34703      0.72397    5.6534e-05     -0.34708
_SET3_   IGFBP7         4   57887237   58011551    741      86  338103     -0.13571      0.57639    5.6534e-05     -0.13577
_SET3_   ADGRL3         4   62031949   62948168   3912     244  233315     -0.45542      0.82451    5.6534e-05     -0.45548
_SET3_   EPHA5          4   66175281   66571529   2297     134  289154       1.7301     0.060445    5.6534e-05       1.7301
_SET3_   CENPC          4   68327989   68446256    538      43  327076      0.52711      0.27819    5.6534e-05      0.52705
_SET3_   UBA6           4   68471479   68601889    557      27  314258      0.70679      0.20491    5.6534e-05      0.70673
_SET3_   YTHDC1         4   69166105   69250824    337      53  219461     -0.98907       0.8701    5.6534e-05     -0.98913
_SET3_   RUFY3          4   71535647   71684336    649      35  283701     -0.41864      0.67668    5.6534e-05     -0.41869
_SET3_   ANKRD17        4   73930502   74159858    490     131  168202      -0.4471      0.80004    5.6534e-05     -0.44716
_SET3_   G3BP2          4   76557953   76684709    478      44  292116       3.2916   0.00048009    5.6534e-05       3.2916
_SET3_   USO1           4   76614829   76745366    502      40  297822       2.4394    0.0067103    5.6534e-05       2.4394
_SET3_   SEPTIN11       4   77835895   77971307    602      74  273168     0.087239      0.50319    5.6534e-05     0.087182
_SET3_   CCNI           4   77958308   78033719    314      50  176442       1.4887      0.10038    5.6534e-05       1.4887
_SET3_   CNOT6L         4   78624541   78775764    502      50  249112     -0.65391      0.77492    5.6534e-05     -0.65397
_SET3_   FRAS1          4   78943724   79475423   2852     108  283602      0.23509      0.44218    5.6534e-05      0.23503
_SET3_   RASGEF1B       4   82337547   82428082    417      73  258808      0.99033      0.20515    5.6534e-05      0.99028
_SET3_   HNRNPD         4   83264467   83330149    320      55  283997     -0.44003      0.70279    5.6534e-05     -0.44008
_SET3_   SEC31A         4   83729814   83847419    501      47  218150      -1.6419      0.95601    5.6534e-05       -1.642
_SET3_   CDS1           4   85469057   85582493    414      59  266434      0.79031      0.24022    5.6534e-05      0.79025
_SET3_   WDFY3          4   85580690   85922544    872      85  190973     -0.38055      0.72793    5.6534e-05     -0.38061
_SET3_   ARHGAP24       4   86033860   86933823   4803     182  284038       1.4567        0.117    5.6534e-05       1.4566
_SET3_   MAPK10         4   86923452   87409283   2042     113  280051      0.48124       0.3738    5.6534e-05      0.48118
_SET3_   AFF1           4   87820758   88072206    967      77  272236       1.3777     0.098348    5.6534e-05       1.3776
_SET3_   SPARCL1        4   88384483   88485798    551      52  277502        1.113      0.13342    5.6534e-05       1.1129
_SET3_   PKD2           4   88893799   89008931    518      63  271090      0.75406      0.25576    5.6534e-05        0.754
_SET3_   PPM1K          4   89168761   89240983    310      52  241795       2.0551      0.02565    5.6534e-05       2.0551
_SET3_   HERC3          4   89478574   89639693    699      57  246596       1.6622     0.060942    5.6534e-05       1.6622
_SET3_   FAM13A         4   89637105   90067549   1976      89  312087    -0.066638      0.53674    5.6534e-05    -0.066695
_SET3_   GPRIN3         4   90152427   90264161    559     105  224315      0.78249      0.28811    5.6534e-05      0.78243
_SET3_   CCSER1         4   91013684   92533370   8155     291  243393       3.1349    0.0038763    5.6534e-05       3.1349
_SET3_   GRID2          4   93190453   94705707   6679     245  250307      0.14221      0.61909    5.6534e-05      0.14215
_SET3_   SMARCAD1       4   95093759   95222443    523      41  239563       3.2407   0.00058042    5.6534e-05       3.2406
_SET3_   PDLIM5         4   95338008   95599378   1180      85  215537     -0.70657      0.79743    5.6534e-05     -0.70662
_SET3_   UNC5C          4   96073655   96505361   2328     232  276664      0.06582      0.63439    5.6534e-05     0.065763
_SET3_   STPG2          4   98470025   99099391   3409      51  236064      -2.2253      0.98472    5.6534e-05      -2.2253
_SET3_   RAP1GDS1       4   99147527   99375012   1035      42  171350     -0.53718      0.74437    5.6534e-05     -0.53724
_SET3_   EIF4E          4   99789607   99886786    432      50  274484       0.7195       0.2539    5.6534e-05      0.71944
_SET3_   DNAJB14        4  100807405  100902883    302      49  258572      -1.1216      0.89207    5.6534e-05      -1.1216
_SET3_   PPP3CA         4  101934587  102303655   1675     122  223904      0.10321      0.55161    5.6534e-05      0.10315
_SET3_   NFKB1          4  103387486  103548459    733      59  222277     -0.92332      0.84359    5.6534e-05     -0.92337
_SET3_   MANBA          4  103542643  103717151    845      62  184467      0.15004       0.4805    5.6534e-05      0.14998
_SET3_   UBE2D3         4  103705540  103825050    593      32  188748      0.16773      0.43105    5.6534e-05      0.16768
_SET3_   SLC9B2         4  103936647  104033480    343      67  200952      0.41735      0.41586    5.6534e-05      0.41729
_SET3_   CXXC4          4  105379463  105451058    236      64  209783       1.2009       0.1571    5.6534e-05       1.2009
_SET3_   TET2           4  106032032  106210960    787      74  237949      0.61024      0.32356    5.6534e-05      0.61018
_SET3_   PPA2           4  106280234  106430227    895      47  302000      -1.2892      0.89387    5.6534e-05      -1.2893
_SET3_   TBCK           4  106957233  107272861   1213      47  240614       1.0555      0.15054    5.6534e-05       1.0554
_SET3_   PAPSS1         4  108524822  108676419    694      68  261571      -1.6981      0.96268    5.6534e-05      -1.6982
_SET3_   LEF1           4  108958701  109125112    682      69  210909      -1.8772      0.97904    5.6534e-05      -1.8773
_SET3_   COL25A1        4  109721877  110258799   2768     162  260620      -0.2865      0.70741    5.6534e-05     -0.28655
_SET3_   SEC24B         4  110319969  110471615    589      37  230401      0.10132      0.49151    5.6534e-05      0.10126
_SET3_   ELOVL6         4  110960187  111155355   1074     156  275363      -1.4549      0.95953    5.6534e-05       -1.455
_SET3_   ANK2           4  113704239  114314896   3119     240  258439      -1.0005       0.9261    5.6534e-05      -1.0005
_SET3_   CAMK2D         4  114362188  114718669   1745     126  226350      0.40476      0.43554    5.6534e-05      0.40471
_SET3_   NDST3          4  118920500  119189789   1280      55  285869     -0.87397      0.81267    5.6534e-05     -0.87403
_SET3_   USP53          4  120098775  120226673    516      44  314544      0.20019      0.40766    5.6534e-05      0.20013
_SET3_   PDE5A          4  120405550  120584981    789      35  296150      0.83937      0.18108    5.6534e-05      0.83931
_SET3_   ANXA5          4  122579152  122653147    414      49  287089      0.11598      0.46361    5.6534e-05      0.11592
_SET3_   BBS7           4  122735484  122826652    323      52  227408      -1.0999      0.88989    5.6534e-05      -1.0999
_SET3_   TRPC3          4  122790183  122907909    514      76  217084      -0.9523      0.86581    5.6534e-05     -0.95236
_SET3_   KIAA1109       4  123038488  123293914    898      59  210071     -0.52469      0.74346    5.6534e-05     -0.52475
_SET3_   SPATA5         4  123809225  124250605   2541      61  267632      0.11526      0.46577    5.6534e-05       0.1152
_SET3_   INTU           4  128519087  128647934    451      53  204669     -0.50587      0.73677    5.6534e-05     -0.50593
_SET3_   HSPA4L         4  128668453  128765228    244      60  199715       1.1971      0.17134    5.6534e-05        1.197
_SET3_   ABHD18         4  128851411  128967478    338      44  203236      0.27316      0.46169    5.6534e-05       0.2731
_SET3_   LARP1B         4  128947421  129154086    743      50  255311       2.7385    0.0034463    5.6534e-05       2.7384
_SET3_   SCLT1          4  129795148  130049764   1058      59  243560       1.6333     0.056391    5.6534e-05       1.6332
_SET3_   NAA15          4  140187621  140321935    490      47  269224     0.037219      0.50321    5.6534e-05     0.037163
_SET3_   MAML3          4  140627545  141110233   2049     230  250927       1.6906      0.10347    5.6534e-05       1.6905
_SET3_   SCOC           4  141143440  141313710    655      87  268050     -0.11976      0.62553    5.6534e-05     -0.11982
_SET3_   TBC1D9         4  141531936  141712471    739      90  269772    -0.018489      0.55373    5.6534e-05    -0.018546
_SET3_   RNF150         4  141776708  142089630   1534     160  264174     0.040379      0.58818    5.6534e-05     0.040323
_SET3_   INPP4B         4  142939181  143802604   3939     178  271435     -0.92653      0.89283    5.6534e-05     -0.92659
_SET3_   SMARCA5        4  144399616  144488642    294      44  232371       2.8405    0.0026766    5.6534e-05       2.8405
_SET3_   ANAPC10        4  145905727  146054693    325      81  193740      0.55055      0.39136    5.6534e-05      0.55049
_SET3_   SMAD1          4  146367951  146490328    513      48  171012      0.97197      0.20801    5.6534e-05      0.97191
_SET3_   ZNF827         4  146671874  146894607    843     131  240123     -0.71908      0.83762    5.6534e-05     -0.71913
_SET3_   EDNRA          4  148367069  148476106    455      65  185344     0.019151      0.55715    5.6534e-05     0.019094
_SET3_   ARHGAP10       4  148618214  149003927   1707     144  200002       1.0383      0.24774    5.6534e-05       1.0382
_SET3_   NR3C2          4  148989915  149400850   1811     161  260337     -0.89854      0.87794    5.6534e-05     -0.89859
_SET3_   DCLK2          4  150964426  151188609   1121      78  262848       1.5776     0.067635    5.6534e-05       1.5776
_SET3_   LRBA           4  151175811  151971879   2898      97  237663       1.2975       0.1274    5.6534e-05       1.2974
_SET3_   FBXW7          4  153232410  153491393    953      59  234746     -0.66152       0.7868    5.6534e-05     -0.66158
_SET3_   ARFIP1         4  153666091  153843064    709      57  246032     -0.39763       0.6846    5.6534e-05     -0.39768
_SET3_   RNF175         4  154621312  154716387    482      41  274250      -1.2168      0.88359    5.6534e-05      -1.2169
_SET3_   MAP9           4  156253810  156333122    446      44  240936     -0.50585      0.69945    5.6534e-05     -0.50591
_SET3_   GUCY1B1        4  156645126  156738783    494      90  296069      -1.0824      0.88941    5.6534e-05      -1.0824
_SET3_   GLRB           4  157962277  158103251    846      56  279053      0.87945      0.21135    5.6534e-05       0.8794
_SET3_   GRIA2          4  158106736  158297227    599      72  236488     -0.55398      0.76524    5.6534e-05     -0.55404
_SET3_   ETFDH          4  159558277  159639842    233      81  161046     -0.84231      0.88327    5.6534e-05     -0.84237
_SET3_   RAPGEF2        4  159990224  160291314   1117      95  220355        2.231     0.018938    5.6534e-05       2.2309
_SET3_   FSTL5          4  162295044  163120186   4820     200  261884     -0.20354      0.70746    5.6534e-05      -0.2036
_SET3_   MARCHF1        4  164435450  165340093   4695     213  293372     -0.34013      0.75263    5.6534e-05     -0.34019
_SET3_   CPE            4  166265097  166429482   1024      61  302821      -1.2551      0.89051    5.6534e-05      -1.2552
_SET3_   SPOCK3         4  167644535  168190741   2659     125  288580      -1.0181      0.88246    5.6534e-05      -1.0181
_SET3_   PALLD          4  169383215  169859608   2574     230  253374     -0.82441      0.89287    5.6534e-05     -0.82447
_SET3_   CBR4           4  169805774  169966468    695      58  213118     -0.45935      0.72249    5.6534e-05     -0.45941
_SET3_   SH3RF1         4  170005407  170227249    875      87  272667      0.39126      0.38707    5.6534e-05       0.3912
_SET3_   NEK1           4  170304421  170568778   1137      48  244197       3.4488   0.00032927    5.6534e-05       3.4487
_SET3_   CLCN3          4  170506672  170654338    674      58  250234       3.7622   0.00012109    5.6534e-05       3.7621
_SET3_   GALNTL6        4  172699575  173971559   5724     226  230382      0.14735      0.60051    5.6534e-05      0.14729
_SET3_   GALNT7         4  174054904  174255118    880      79  207851       1.5926     0.078726    5.6534e-05       1.5925
_SET3_   GLRA3          4  175535367  175785465   1415     116  290362     -0.81521      0.82919    5.6534e-05     -0.81526
_SET3_   GPM6A          4  176544088  176958842   2350     168  245114     -0.67589       0.8398    5.6534e-05     -0.67595
_SET3_   WDR17          4  176951985  177113979    997      78  261856      -1.6123       0.9543    5.6534e-05      -1.6123
_SET3_   TENM3          4  183030112  183734177   3902     372  280511     -0.64526       0.8764    5.6534e-05     -0.64531
_SET3_   WWC2           4  183985463  184251930   1039      96  215066      0.13264      0.53245    5.6534e-05      0.13259
_SET3_   TRAPPC11       4  184545420  184644747    563      85  291412     0.091198      0.50264    5.6534e-05     0.091142
_SET3_   STOX2          4  184791509  184954679    905     149  236014     -0.45705      0.77609    5.6534e-05     -0.45711
_SET3_   SNX25          4  186095773  186295120   1015      74  256718     -0.85256      0.81981    5.6534e-05     -0.85261
_SET3_   SORBS2         4  186496598  186912870   2814     273  268782      0.69072      0.41931    5.6534e-05      0.69067
_SET3_   SDHA           5     183338     266815    621      41  287030     -0.38391      0.64582    5.6534e-05     -0.38397
_SET3_   TPPP           5     649977     728510    308      50  243509    -0.098036       0.5728    5.6534e-05    -0.098093
_SET3_   ZDHHC11B       5     700470     819857    359      86   65766     -0.74391      0.87368    5.6534e-05     -0.74396
_SET3_   SLC12A7        5    1040489    1147172    783     121  221660     -0.23715      0.68991    5.6534e-05     -0.23721
_SET3_   ICE1           5    5387786    5500347    530      79  234731      -1.5269      0.95266    5.6534e-05      -1.5269
_SET3_   ADCY2          5    7361343    7840194   2310     190  249158        0.933      0.27763    5.6534e-05      0.93294
_SET3_   ATPSCKMT       5   10215619   10285145    486      60  291648       1.3942     0.091749    5.6534e-05       1.3942
_SET3_   MARCHF6        5   10318751   10450500    354      51  212288     -0.69294      0.80796    5.6534e-05     -0.69299
_SET3_   CTNND2         5   10961952   11939155   5012     363  233411       1.3786      0.20501    5.6534e-05       1.3785
_SET3_   TRIO           5   14108817   14520313   1753     120  264151      0.77674      0.27746    5.6534e-05      0.77669
_SET3_   ANKH           5   14694909   14906887    912     121  268008      0.84296      0.25778    5.6534e-05       0.8429
_SET3_   BASP1          5   17181932   17286954    577      94  240585     -0.68059      0.81023    5.6534e-05     -0.68065
_SET3_   CDH18          5   19463140   20610972   6161     230  212299      -1.5596       0.9768    5.6534e-05      -1.5597
_SET3_   CDH12          5   21740870   22888731   5391     219  232678      0.11985      0.61253    5.6534e-05       0.1198
_SET3_   CDH10          5   24477209   24680085   1231      97  254049     -0.97368      0.86614    5.6534e-05     -0.97374
_SET3_   CDH6           5   31158762   31339253    763      98  233998      0.86865      0.25012    5.6534e-05      0.86859
_SET3_   DROSHA         5   31390601   31567282    898      80  241610      0.27063      0.44495    5.6534e-05      0.27057
_SET3_   PDZD2          5   31604345   32121038   2995     362  271698      0.70744      0.42182    5.6534e-05      0.70739
_SET3_   MTMR12         5   32217111   32348114    609      43  290675    -0.075994      0.53008    5.6534e-05    -0.076051
_SET3_   ZFR            5   32344456   32479844    651      69  287214      0.41522       0.3668    5.6534e-05      0.41517
_SET3_   SUB1           5   32550605   32614185    281      42  210021     -0.73397      0.80219    5.6534e-05     -0.73403
_SET3_   SPEF2          5   35582900   35824713   1087      77  313758      0.22034      0.42906    5.6534e-05      0.22029
_SET3_   LMBRD2         5   36093414   36187015    356      63  236831     -0.80379       0.8359    5.6534e-05     -0.80384
_SET3_   SLC1A3         5   36571457   36698436    671     124  232346     -0.75257      0.84528    5.6534e-05     -0.75263
_SET3_   NIPBL          5   36841861   37075926    701      79  189847     -0.32229      0.70791    5.6534e-05     -0.32235
_SET3_   CPLANE1        5   37069423   37284530    723      71  178797     -0.24884      0.67589    5.6534e-05     -0.24889
_SET3_   WDR70          5   37344391   37762774   1752      60  223321     -0.36578      0.65623    5.6534e-05     -0.36583
_SET3_   RICTOR         5   38928022   39109505    725      61  246588      -1.0538      0.87744    5.6534e-05      -1.0538
_SET3_   PLCXD3         5   41297048   41545730    944      83  278932      -1.4998      0.94791    5.6534e-05      -1.4999
_SET3_   OXCT1          5   41720167   41905791    640      62  183339     -0.51465       0.7563    5.6534e-05      -0.5147
_SET3_   ZNF131         5   43085985   43186351    513      50  299810       1.0378      0.15753    5.6534e-05       1.0377
_SET3_   NIM1K          5   43157170   43290952    662      88  250969     0.025025      0.55757    5.6534e-05     0.024969
_SET3_   NNT            5   43567791   43715668    663      54  244360      0.90273      0.21914    5.6534e-05      0.90267
_SET3_   HCN1           5   45245052   45731220   1357      98  193233      0.13447       0.5384    5.6534e-05      0.13441
_SET3_   PARP8          5   49926733   50152356    764      50  248388       2.7976    0.0031485    5.6534e-05       2.7975
_SET3_   ITGA1          5   52049136   52259485   1132     136  285520       0.5106      0.37657    5.6534e-05      0.51055
_SET3_   NDUFS4         5   52821464   52989171    723      51  309771      -1.4188      0.91858    5.6534e-05      -1.4189
_SET3_   ARL15          5   53170578   53641403   2368     185  276517      0.39563       0.4655    5.6534e-05      0.39558
_SET3_   DHX29          5   54542073   54638521    383      31  216048      -1.3039      0.92038    5.6534e-05       -1.304
_SET3_   MTREX          5   54568576   54731409    675      32  233609      -1.2942      0.90934    5.6534e-05      -1.2942
_SET3_   IL6ST          5   55220923   55325821    467      69  180159     -0.93574      0.88133    5.6534e-05     -0.93579
_SET3_   ANKRD55        5   55385507   55564186    881     103  264575     -0.44967      0.73954    5.6534e-05     -0.44973
_SET3_   GPBP1          5   56434676   56570506    517      55  211473       1.6441     0.062777    5.6534e-05       1.6441
_SET3_   RAB3C          5   57842950   58165221   1568     132  279054     -0.92059      0.86288    5.6534e-05     -0.92065
_SET3_   PDE4D          5   58254865   59818925   6748     285  247960      0.42936      0.52256    5.6534e-05       0.4293
_SET3_   NDUFAF2        5   60205956   60458864    907      45  270597        6.922    1.752e-12    5.6534e-05       6.9219
_SET3_   KIF2A          5   61566989   61693011    486      46  278086     -0.46969      0.68587    5.6534e-05     -0.46974
_SET3_   IPO11          5   61664522   61934416    903      52  243291     -0.78725      0.79166    5.6534e-05      -0.7873
_SET3_   RNF180         5   63426671   63678704    839      60  190049      -1.0736       0.8857    5.6534e-05      -1.0736
_SET3_   RGS7BP         5   63766774   63919285    709      93  218388     -0.63134      0.79373    5.6534e-05     -0.63139
_SET3_   CWC27          5   64029755   64324590   1211      66  208717      -2.1154      0.98543    5.6534e-05      -2.1154
_SET3_   SREK1          5   65405046   65489444    341      60  201356      -1.2764      0.93302    5.6534e-05      -1.2764
_SET3_   MAST4          5   65857176   66475426   3063     196  237320      0.96938      0.27369    5.6534e-05      0.96932
_SET3_   BDP1           5   70716442   70873649    528      31  282056     -0.35936      0.60146    5.6534e-05     -0.35942
_SET3_   MAP1B          5   71368118   71515397    626     109  264011      -1.9467      0.98437    5.6534e-05      -1.9467
_SET3_   TNPO1          5   72077418   72220215    442      54  255780      0.29314      0.41742    5.6534e-05      0.29308
_SET3_   FCHO2          5   72216808   72396349    532      48  250548     -0.66668      0.76201    5.6534e-05     -0.66674
_SET3_   ARHGEF28       5   72886983   73247818   1676     136  281855     -0.86036      0.85333    5.6534e-05     -0.86042
_SET3_   FAM169A        5   74063399   74198832    487      56  253222      -1.3164      0.92191    5.6534e-05      -1.3164
_SET3_   HMGCR          5   74597159   74667926    279      42  292362       1.3691     0.096076    5.6534e-05       1.3691
_SET3_   CERT1          5   74656928   74842806    656      64  231710       1.4323      0.10159    5.6534e-05       1.4323
_SET3_   TBCA           5   76976995   77107185    683      44  307503       -2.322      0.98801    5.6534e-05      -2.3221
_SET3_   SCAMP1         5   77621339   77786562    738      46  266712      -1.2604      0.89407    5.6534e-05      -1.2605
_SET3_   JMY            5   78496925   78633038    530      42  229193        1.112      0.14479    5.6534e-05        1.112
_SET3_   HOMER1         5   78659647   78844659    777      77  239166       1.1187      0.16127    5.6534e-05       1.1187
_SET3_   TENT2          5   78873243   78992471    546      57  237492    -0.074057      0.57972    5.6534e-05    -0.074114
_SET3_   DHFR           5   79912045   79985800    516      23  325989      -1.1034      0.83116    5.6534e-05      -1.1035
_SET3_   MSH3           5   79915467   80182634   1274      63  282767      -1.1184       0.8701    5.6534e-05      -1.1185
_SET3_   SSBP2          5   80703179   81082072   1524     103  236180       2.2133     0.020469    5.6534e-05       2.2132
_SET3_   ATG10          5   81232844   81561958   1079      88  217769      -1.3523      0.93752    5.6534e-05      -1.3523
_SET3_   RASA1          5   86529070   86697743    668      55  153700      -1.0376      0.89226    5.6534e-05      -1.0377
_SET3_   CCNH           5   86677310   86743850    266      39  132472     -0.41089      0.74015    5.6534e-05     -0.41095
_SET3_   MEF2C          5   88004058   88234922    782      85  231339    -0.064757      0.58946    5.6534e-05    -0.064814
_SET3_   ADGRV1         5   89819617   90470254   2747     155  248012       2.3911     0.016628    5.6534e-05       2.3911
_SET3_   NR2F1          5   92884043   92940319    152      51  171094     -0.36147      0.74196    5.6534e-05     -0.36153
_SET3_   FAM172A        5   92943431   93482404   1515      68  219259      -0.2713      0.65671    5.6534e-05     -0.27135
_SET3_   KIAA0825       5   93476556   93989309   1602     166  232138      -1.5677      0.97235    5.6534e-05      -1.5678
_SET3_   SLF1           5   93918086   94043326    514      45  268276      -1.5545      0.94449    5.6534e-05      -1.5546
_SET3_   MCTP1          5   94028280   94655279   2670     221  260671     -0.64834       0.8591    5.6534e-05      -0.6484
_SET3_   TTC37          5   94789599   94925709    538      47  246567     -0.10816      0.57688    5.6534e-05     -0.10821
_SET3_   ELL2           5   95210802   95332775    421      37  219389       1.3065      0.10679    5.6534e-05       1.3064
_SET3_   CAST           5   95962741   96120387    753      76  302074     -0.28599      0.64028    5.6534e-05     -0.28604
_SET3_   LNPEP          5   96236346   96375115    663      36  255181     -0.62763      0.72014    5.6534e-05     -0.62769
_SET3_   CHD1           5   98179689   98299522    481      65  229222      -1.6225      0.96307    5.6534e-05      -1.6226
_SET3_   PAM            5  102166527  102376809    697      54  246313       3.5872   0.00023342    5.6534e-05       3.5872
_SET3_   PPIP5K2        5  102420958  102549224    544      36  266337       2.2845     0.011715    5.6534e-05       2.2845
_SET3_   EFNA5          5  106702590  107041596   1658     191  236236      0.71903      0.36365    5.6534e-05      0.71897
_SET3_   FBXL17         5  107184734  107753080   2564      92  231730     -0.78981      0.81515    5.6534e-05     -0.78987
_SET3_   FER            5  108048523  108533373   2409      97  315628     -0.16612      0.59628    5.6534e-05     -0.16618
_SET3_   PJA2           5  108660410  108780675    643      41  289709      -1.1228      0.86677    5.6534e-05      -1.1228
_SET3_   TMEM232        5  109745197  110097507   1527      64  240441     -0.51231      0.73559    5.6534e-05     -0.51236
_SET3_   SLC25A46       5  110038837  110110857    297      42  246652     -0.82097      0.83049    5.6534e-05     -0.82102
_SET3_   CAMK4          5  110524947  110840584   1418     118  270678      -1.3415      0.93452    5.6534e-05      -1.3416
_SET3_   EPB41L4A       5  111468139  111790187   1864     114  210433       1.0049      0.21741    5.6534e-05       1.0048
_SET3_   APC            5  112008202  112191936    999      60  231294      0.32561       0.3976    5.6534e-05      0.32555
_SET3_   REEP5          5  112202081  112293339    535      48  230774      0.60098      0.29802    5.6534e-05      0.60092
_SET3_   MCC            5  112347796  112859527   3110     116  297126       1.0935      0.16739    5.6534e-05       1.0935
_SET3_   YTHDC2         5  112814391  112940984    755      37  316848        1.152      0.11041    5.6534e-05       1.1519
_SET3_   AP3S1          5  115142303  115259778    534      73  171813      0.29948      0.47513    5.6534e-05      0.29942
_SET3_   COMMD10        5  115385727  115638978   2227      55  264118      -1.1462      0.87526    5.6534e-05      -1.1462
