# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
COQ4           9  131049791  131106351    218      50  237590    0.0055562    5.6534e-05    0.0054996
TRUB2          9  131061396  131119697    228      54  229434     0.041161    5.6534e-05     0.041104
SLC27A4        9  131067839  131133749    259      48  215775     -0.34046    5.6534e-05     -0.34052
URM1           9  131098598  131164295    260      51  210721     -0.44186    5.6534e-05     -0.44192
CERCAM         9  131138854  131209630    306      53  218322      0.40442    5.6534e-05      0.40437
ODF2           9  131182434  131273571    391      47  202199       1.1363    5.6534e-05       1.1363
GLE1           9  131231971  131314580    289      42  166720        1.228    5.6534e-05        1.228
SPTAN1         9  131279837  131405944    392      63  188841      0.24596    5.6534e-05       0.2459
DYNC2I2        9  131385940  131454129    241      58  171706     0.070244    5.6534e-05     0.070187
SET            9  131410934  131468675    208      56  138622    -0.088368    5.6534e-05    -0.088425
PKN3           9  131429802  131493199    230      56   99854      -0.4386    5.6534e-05     -0.43866
ZDHHC12        9  131473148  131521451    144      40  132966      -1.2909    5.6534e-05      -1.2909
ZER1           9  131482065  131569220    319      46  181361      -1.7823    5.6534e-05      -1.7824
TBC1D13        9  131514510  131582711    308      36  219941      -1.6274    5.6534e-05      -1.6275
ENDOG          9  131545779  131594955    264      27  266365      -1.3208    5.6534e-05      -1.3209
SPOUT1         9  131571930  131627299    259      37  216217      -1.3422    5.6534e-05      -1.3423
KYAT1          9  131585392  131679354    455      43  190721     -0.66517    5.6534e-05     -0.66523
LRRC8A         9  131609391  131690318    414      42  183281     -0.43528    5.6534e-05     -0.43533
PHYHD1         9  131648174  131714322    314      36  172846      0.35057    5.6534e-05      0.35051
NUP188         9  131674972  131779375    381      51  153692       1.4478    5.6534e-05       1.4478
DOLK           9  131697809  131745012    148      38  133261        1.686    5.6534e-05       1.6859
SH3GLB2        9  131760313  131825604    231      66  181634      0.97353    5.6534e-05      0.97347
MIGA2          9  131763899  131844361    279      61  163845      0.69417    5.6534e-05      0.69412
DOLPP1         9  131808383  131862717    218      52  134916    -0.037005    5.6534e-05    -0.037061
PTPA           9  131838183  131921225    486      41  161044      0.29251    5.6534e-05      0.29245
CRAT           9  131847073  131908070    358      33  165401      0.52327    5.6534e-05      0.52321
IER5L          9  131927831  131975540    208      52  165901      0.35236    5.6534e-05       0.3523
NTMT1          9  132336036  132407879    406      72  285919     -0.87601    5.6534e-05     -0.87606
C9orf50        9  132364504  132418055    283      43  283175     -0.57847    5.6534e-05     -0.57853
ASB6           9  132386883  132439496    263      69  293777     -0.84371    5.6534e-05     -0.84377
PRRX2          9  132392920  132494953    532      91  297118      0.64996    5.6534e-05      0.64991
PTGES          9  132490615  132550344    414      66  257226       3.0742    5.6534e-05       3.0741
TOR1B          9  132530428  132583563    346      41  277244        2.551    5.6534e-05        2.551
USP20          9  132562696  132654121    711      36  339091       1.3158    5.6534e-05       1.3158
TOR1A          9  132565221  132621441    416      33  339141       1.3789    5.6534e-05       1.3788
C9orf78        9  132579564  132632572    472      28  352533       1.5322    5.6534e-05       1.5322
FNBP1          9  132639458  132840473   1061      70  286918      -1.7043    5.6534e-05      -1.7043
GPR107         9  132780985  132912448    709      62  284037      -1.8955    5.6534e-05      -1.8956
NCS1           9  132899857  133009583    745      99  252827     -0.95465    5.6534e-05      -0.9547
HMCN2          9  133188389  133319510    626     119  275293     -0.17641    5.6534e-05     -0.17646
ASS1           9  133285094  133386661    583     105  243051      0.42771    5.6534e-05      0.42765
FUBP3          9  133419954  133523739    548      64  236885       1.3234    5.6534e-05       1.3234
PRDM12         9  133504981  133568384    331      70  240586       2.2141    5.6534e-05        2.214
EXOSC2         9  133534158  133590452    280      37  246084       2.4797    5.6534e-05       2.4796
ABL1           9  133553266  133773062   1140      90  229004       1.0367    5.6534e-05       1.0367
QRFP           9  133758815  133804225    358      59  239159     -0.66269    5.6534e-05     -0.66275
FIBCD1         9  133767825  133849455    568      98  232993        1.002    5.6534e-05        1.002
LAMC3          9  133849504  133978446    773     133  239694      0.50614    5.6534e-05      0.50608
AIF1L          9  133936863  134008539    399      67  275974     -0.97446    5.6534e-05     -0.97452
NUP214         9  133965948  134120057    606      65  255289     -0.64793    5.6534e-05     -0.64798
FAM78A         9  134123465  134186906    315      66  197886       1.6123    5.6534e-05       1.6122
PLPP7          9  134130069  134194649    329      68  205325       1.7758    5.6534e-05       1.7758
PRRC2B         9  134270477  134385584    492      52  201655      -1.2258    5.6534e-05      -1.2259
POMT1          9  134343282  134409193    331      34  239811      -1.4979    5.6534e-05      -1.4979
UCK1           9  134389183  134441662    308      50  246463      -1.7433    5.6534e-05      -1.7434
RAPGEF1        9  134442157  134650364   1011      66  249536      0.57201    5.6534e-05      0.57195
MED27          9  134725497  134990274    957     111  200440      0.86913    5.6534e-05      0.86907
NTNG2          9  135002334  135128224    662      98  195976      -1.3388    5.6534e-05      -1.3388
SETX           9  135126827  135267113    752      56  274982     -0.98367    5.6534e-05     -0.98373
TTF1           9  135240935  135317238    321      67  228686      0.29485    5.6534e-05      0.29479
CFAP77         9  135250430  135458734    951     160  275188     -0.22047    5.6534e-05     -0.22053
BARHL1         9  135422993  135475640    210      65  248247      0.66028    5.6534e-05      0.66023
DDX31          9  135458384  135580788    554      61  241118      0.66082    5.6534e-05      0.66077
GTF3C4         9  135510728  135575471    306      48  256312       0.4627    5.6534e-05      0.46264
AK8            9  135590958  135789198   1017     103  228482       2.2539    5.6534e-05       2.2538
SPACA9         9  135719282  135775419    310      51  235408       1.0709    5.6534e-05       1.0708
TSC1           9  135756735  135855094    513      61  221349      0.91304    5.6534e-05      0.91299
GFI1B          9  135785888  135877084    509     106  245639      0.64396    5.6534e-05      0.64391
GTF3C5         9  135871062  135943890    451      63  230759      0.77675    5.6534e-05      0.77669
CEL            9  135901741  135957250    288      55  175675       1.1636    5.6534e-05       1.1636
RALGDS         9  135963107  136059607    589      93  212718      0.46747    5.6534e-05      0.46741
GBGT1          9  136018335  136074320    395      76  207046      0.42593    5.6534e-05      0.42587
OBP2B          9  136070666  136119714    374      47  224334     -0.84318    5.6534e-05     -0.84324
ABO            9  136120563  136185630    586      40  356293       1.2121    5.6534e-05       1.2121
RPL7A          9  136180069  136228280    298      48  246891     0.032078    5.6534e-05     0.032022
SURF6          9  136187543  136238047    300      44  222197     -0.05687    5.6534e-05    -0.056927
SURF2          9  136188421  136238041    295      42  219411     -0.13613    5.6534e-05     -0.13619
MED22          9  136197751  136250011    292      47  194405      0.05721    5.6534e-05     0.057153
STKLD1         9  136208284  136281220    454      49  239422     -0.12157    5.6534e-05     -0.12163
SURF1          9  136208660  136258361    274      39  200830      0.11528    5.6534e-05      0.11522
SURF4          9  136218325  136279820    393      45  245597     -0.12903    5.6534e-05     -0.12909
ADAMTS13       9  136244459  136334525    571      53  260877     -0.71086    5.6534e-05     -0.71092
REXO4          9  136261182  136318292    414      53  269799     -0.88813    5.6534e-05     -0.88819
CACFD1         9  136290087  136345909    337      51  250887      -1.0391    5.6534e-05      -1.0391
SLC2A6         9  136326216  136379276    302      57  272456     -0.36035    5.6534e-05     -0.36041
ADAMTSL2       9  136362286  136450641    393      80  246694       2.3928    5.6534e-05       2.3927
MYMK           9  136369708  136425068    350      74  247466       2.4808    5.6534e-05       2.4807
FAM163B        9  136432141  136509472    440      93  295672     0.079646    5.6534e-05     0.079589
DBH            9  136466485  136534466    502     104  278714      0.38028    5.6534e-05      0.38023
SARDH          9  136518682  136640077    850     127  232036      0.21165    5.6534e-05      0.21159
VAV2           9  136617016  136892496   2106     209  248338      0.45767    5.6534e-05      0.45762
BRD3           9  136885427  136968655    555      56  251414     -0.52619    5.6534e-05     -0.52624
WDR5           9  136965801  137035094    540      56  269865      0.41653    5.6534e-05      0.41647
RXRA           9  137183316  137342431   1003      91  229199      0.81561    5.6534e-05      0.81556
COL5A1         9  137498651  137746689   1922     199  238312      -1.1444    5.6534e-05      -1.1444
FCN2           9  137737658  137789366    430      83  255804     -0.10771    5.6534e-05     -0.10776
FCN1           9  137787711  137844849    376      68  239829     -0.60147    5.6534e-05     -0.60153
OLFM1          9  137932089  138023030    762     102  283673      0.42884    5.6534e-05      0.42878
PPP1R26        9  138336545  138390739    319      92  216999     -0.32797    5.6534e-05     -0.32802
MRPS2          9  138357477  138406519    301      63  224794    -0.060508    5.6534e-05    -0.060565
C9orf116       9  138377026  138426761    351      62  230428     -0.21366    5.6534e-05     -0.21371
LCN1           9  138378284  138428386    352      61  232539     -0.23136    5.6534e-05     -0.23141
OBP2A          9  138402885  138451815    331      66  246294      -1.3076    5.6534e-05      -1.3076
PAEP           9  138418601  138468622    327      77  237058    -0.050119    5.6534e-05    -0.050176
GLT6D1         9  138505502  138566386    462      91  266613      -1.5341    5.6534e-05      -1.5341
LCN9           9  138520168  138572577    385      74  251073      -1.1811    5.6534e-05      -1.1812
KCNT1          9  138559031  138694993   1029     116  229274     -0.74263    5.6534e-05     -0.74269
SOHLH1         9  138575253  138626374    428      55  205104      -1.0234    5.6534e-05      -1.0235
CAMSAP1        9  138690333  138834060    666      87  198733      0.39454    5.6534e-05      0.39449
UBAC1          9  138814815  138888226    524      63  254778       0.3579    5.6534e-05      0.35784
NACC2          9  138888383  139022131    781     136  263876        -1.43    5.6534e-05        -1.43
TMEM250        9  138996427  139045731    323      51  298834     -0.62399    5.6534e-05     -0.62405
LHX3           9  139078096  139131955    373      72  209306     -0.48509    5.6534e-05     -0.48515
QSOX2          9  139088179  139172687    553      82  224462        0.239    5.6534e-05      0.23895
GPSM1          9  139186932  139264057    347      74  224887      0.44924    5.6534e-05      0.44919
DNLZ           9  139246352  139303111    365      44  286901       1.5896    5.6534e-05       1.5896
CARD9          9  139248408  139303133    358      44  285729       1.6076    5.6534e-05       1.6075
SNAPC4         9  139260021  139329655    461      50  296779        2.353    5.6534e-05       2.3529
PMPCA          9  139270110  139328213    390      46  305402       2.4514    5.6534e-05       2.4513
ENTR1          9  139286374  139340054    343      45  283963        2.506    5.6534e-05       2.5059
INPP5E         9  139313067  139369305    332      48  250773       2.0971    5.6534e-05        2.097
SEC16A         9  139324548  139414297    540      75  247901        1.459    5.6534e-05        1.459
NOTCH1         9  139378896  139475238    545     107  255212      0.60402    5.6534e-05      0.60396
EGFL7          9  139518308  139577130    379      68  191904      -1.4286    5.6534e-05      -1.4286
AGPAT2         9  139557595  139616911    332      76  207025      -1.4074    5.6534e-05      -1.4074
DIPK1B         9  139572024  139629170    340      70  239896       -0.108    5.6534e-05     -0.10806
LCN10          9  139622619  139672411    291      33  253626       1.1808    5.6534e-05       1.1808
LCN6           9  139628469  139677980    301      33  222144       1.1551    5.6534e-05        1.155
LCN8           9  139638838  139687995    309      29  241253      0.87056    5.6534e-05       0.8705
LCN15          9  139644086  139693965    304      27  246809      0.79531    5.6534e-05      0.79526
TMEM141        9  139650777  139697769    280      25  230358      0.59505    5.6534e-05      0.59499
CCDC183        9  139655033  139712364    305      30  212545      0.54625    5.6534e-05      0.54619
RABL6          9  139667374  139745639    364      57  177841      0.25365    5.6534e-05      0.25359
AJM1           9  139700733  139751884    195      68  144926     0.084505    5.6534e-05     0.084448
PHPT1          9  139708256  139755490    176      72  132617     -0.85215    5.6534e-05      -0.8522
MAMDC4         9  139711819  139765251    204      81  132500      -1.1944    5.6534e-05      -1.1945
TRAF2          9  139741341  139831853    432      54  211814      -1.2262    5.6534e-05      -1.2262
EDF1           9  139746566  139795788    215      41  189268       -1.051    5.6534e-05       -1.051
C8G            9  139804333  139851426    263      48  255374     -0.82826    5.6534e-05     -0.82832
LCN12          9  139809032  139859957    282      43  267249     -0.84552    5.6534e-05     -0.84558
FBXW5          9  139824885  139874298    288      38  284635     -0.86114    5.6534e-05      -0.8612
PTGDS          9  139836898  139886194    291      36  270463      -1.0923    5.6534e-05      -1.0924
LCNL1          9  139842445  139890210    259      31  276762      -1.1787    5.6534e-05      -1.1788
PAXX           9  139851870  139898428    246      42  271137      -1.1511    5.6534e-05      -1.1511
CLIC3          9  139879060  139927200    211      57  236112      -1.1051    5.6534e-05      -1.1052
ABCA2          9  139891686  139958374    308      67  233150     -0.79062    5.6534e-05     -0.79068
FUT7           9  139914626  139962292    228      60  224113     -0.45721    5.6534e-05     -0.45727
NPDC1          9  139923909  139976147    265      55  215975     -0.81095    5.6534e-05       -0.811
ENTPD2         9  139932550  139983503    259      56  193169      -1.3548    5.6534e-05      -1.3548
UAP1L1         9  139936944  139988990    270      51  182432      -1.5678    5.6534e-05      -1.5678
MAN1B1         9  139946379  140013639    428      50  161872      -1.4596    5.6534e-05      -1.4596
SAPCD2         9  139946579  140000028    314      43  156278      -1.2292    5.6534e-05      -1.2293
DPP7           9  139994992  140044204    310      33  184132      -1.1691    5.6534e-05      -1.1691
GRIN1          9  139998609  140073214    393      52  180433      -1.3362    5.6534e-05      -1.3363
SSNA1          9  140048029  140094822    186      42  175181      -1.0007    5.6534e-05      -1.0007
LRRC26         9  140053210  140099491    176      39  166177      -1.1912    5.6534e-05      -1.1913
TMEM210        9  140055319  140101496    179      40  171430      -1.0445    5.6534e-05      -1.0446
ANAPC2         9  140059236  140118057    247      61  193892     -0.66317    5.6534e-05     -0.66323
NDOR1          9  140065119  140123813    267      58  195834     -0.49689    5.6534e-05     -0.49694
TPRN           9  140076069  140130163    249      69  214654      -0.4055    5.6534e-05     -0.40556
CYSRT1         9  140084086  140130765    214      66  223431     -0.39603    5.6534e-05     -0.39608
RNF224         9  140087018  140134090    212      71  212249    -0.060334    5.6534e-05    -0.060391
TMEM203        9  140088534  140135090    216      71  214940    -0.085659    5.6534e-05    -0.085716
SLC34A3        9  140090209  140141006    237      76  209099      0.69866    5.6534e-05      0.69861
TUBB4B         9  140100711  140148159    238      71  225972       0.8521    5.6534e-05      0.85205
RNF208         9  140104699  140150775    229      70  228416      0.65931    5.6534e-05      0.65925
STPG3          9  140110713  140157935    238      63  226193      0.49368    5.6534e-05      0.49362
NELFB          9  140114759  140178000    297      58  230756      0.30728    5.6534e-05      0.30722
FAM166A        9  140128037  140177222    235      43  240527     0.021268    5.6534e-05     0.021211
TOR4A          9  140137280  140187093    218      40  238335      -0.2689    5.6534e-05     -0.26896
NRARP          9  140184083  140231703    209      63  162123      -1.2475    5.6534e-05      -1.2476
EXD3           9  140191346  140352714    870     158  181616      -1.8523    5.6534e-05      -1.8524
NOXA1          9  140282847  140338858    308      72  183947       -1.152    5.6534e-05      -1.1521
ENTPD8         9  140318816  140370901    230      66  148721     -0.49873    5.6534e-05     -0.49879
NSMF           9  140332022  140388808    225      60  114356      0.55206    5.6534e-05        0.552
PNPLA7         9  140344404  140480021    589     139  146868     -0.52988    5.6534e-05     -0.52994
MRPL41         9  140411309  140457007    196      84  156603      -1.4824    5.6534e-05      -1.4824
DPH7           9  140439354  140508387    266      55  190279      -1.2994    5.6534e-05      -1.2994
ARRDC1         9  140465092  140519812    213      51  202951     -0.82889    5.6534e-05     -0.82895
ZMYND19        9  140466531  140519937    207      49  204143     -0.78573    5.6534e-05     -0.78579
EHMT1          9  140478444  140740579   1241      94  205099      0.66581    5.6534e-05      0.66575
CACNA1B        9  140737241  141029076   1295     105  203003     -0.72848    5.6534e-05     -0.72854
TUBB8         10      82828     130178    132      30  292228      -1.5993    5.6534e-05      -1.5993
ZMYND11       10     145405     310577    626      61  218213      -1.8029    5.6534e-05      -1.8029
DIP2C         10     310130     770621   2717      81  188175      -1.7122    5.6534e-05      -1.7123
LARP4B        10     842854    1012645    750      63  251931     -0.26851    5.6534e-05     -0.26857
GTPBP4        10     999349    1073708    419      54  244878       1.3474    5.6534e-05       1.3473
IDI2          10    1054847    1106799    315      50  240932     -0.32574    5.6534e-05      -0.3258
WDR37         10    1060423    1188237    752      78  233304     -0.23401    5.6534e-05     -0.23407
IDI1          10    1075963    1130061    331      39  204949      -0.7804    5.6534e-05     -0.78046
ADARB2        10    1213253    1814670   3950     350  260022       1.0723    5.6534e-05       1.0722
PFKP          10    3074667    3188997   1102     142  286545     -0.50973    5.6534e-05     -0.50979
PITRM1        10    3169919    3250033    665      75  263700      -1.4054    5.6534e-05      -1.4055
KLF6          10    3808188    3862473    316      44  284267      -1.1714    5.6534e-05      -1.1715
AKR1E2        10    4833369    4900254    606      52  361252        1.037    5.6534e-05       1.0369
AKR1C1        10    4970454    5030158    347      40  308533     -0.31636    5.6534e-05     -0.31641
AKR1C2        10    5019967    5095225    494      66  315754     0.024538    5.6534e-05     0.024481
AKR1C3        10    5055958    5159878    728      77  306158     -0.17727    5.6534e-05     -0.17733
AKR1C4        10    5203798    5270910    467      44  305905     -0.46975    5.6534e-05     -0.46981
UCN3          10    5371976    5426169    407      65  237399      -0.3242    5.6534e-05     -0.32426
NET1          10    5419514    5511019    427      35  261198     -0.46934    5.6534e-05      -0.4694
TUBAL3        10    5425061    5481793    259      23  282234      -0.2244    5.6534e-05     -0.22446
CALML5        10    5530658    5576533    305      81  231288      -1.5529    5.6534e-05      -1.5529
CALML3        10    5531924    5578231    301      80  234104      -1.6277    5.6534e-05      -1.6277
ASB13         10    5670820    5743558    548      78  266692     -0.42056    5.6534e-05     -0.42061
TASOR2        10    5691801    5817742    711      76  243531      -0.3938    5.6534e-05     -0.39386
GDI2          10    5797186    5890512    481      64  242982     -0.66134    5.6534e-05      -0.6614
ANKRD16       10    5893593    5966860    497      48  278578     -0.27619    5.6534e-05     -0.27625
FBH1          10    5896535    5989558    647      63  264854    -0.085451    5.6534e-05    -0.085508
IL15RA        10    5984334    6055150    512     102  271671    -0.039503    5.6534e-05    -0.039559
IL2RA         10    6042657    6139333    651      90  285887       1.1525    5.6534e-05       1.1524
RBM17         10    6095949    6169422    454      80  271676        1.005    5.6534e-05       1.0049
PFKFB3        10    6151843    6287508    991     202  259548      0.10912    5.6534e-05      0.10907
PRKCQ         10    6425558    6657254   1236     159  246270      -1.0446    5.6534e-05      -1.0446
SFMBT2        10    7190586    7488448   1776     154  272327     -0.47724    5.6534e-05     -0.47729
ITIH5         10    7591232    7743961    992     150  267067       1.3319    5.6534e-05       1.3319
ITIH2         10    7710236    7801483    607      88  279315       1.0596    5.6534e-05       1.0596
KIN           10    7782925    7864990    470      60  252513       -1.538    5.6534e-05      -1.5381
ATP5F1C       10    7795093    7859764    377      50  252729      -1.3672    5.6534e-05      -1.3672
TAF3          10    7825467    8067016   1273      82  267857     -0.35854    5.6534e-05      -0.3586
GATA3         10    8052294    8127164    449     103  262805      0.10838    5.6534e-05      0.10832
CELF2         10   10803851   11388674   3285     252  251692     0.060889    5.6534e-05     0.060832
USP6NL        10   11492509   11688679    867      67  256400       1.4092    5.6534e-05       1.4092
ECHDC3        10   11749356   11816065    540      44  174514       -1.016    5.6534e-05      -1.0161
PROSER2       10   11830295   11924276    529      86  274536     -0.82341    5.6534e-05     -0.82346
UPF2          10   11952021   12120169    927      61  287402      -0.3626    5.6534e-05     -0.36265
DHTKD1        10   12075916   12175227    525      56  289037       -1.055    5.6534e-05      -1.0551
SEC61A2       10   12136640   12221957    397      48  285770      -0.4766    5.6534e-05     -0.47666
NUDT5         10   12199573   12273143    346      74  236346      0.13984    5.6534e-05      0.13979
CDC123        10   12202961   12302589    460      71  246348      0.74189    5.6534e-05      0.74183
CAMK1D        10   12356583   12881735   3461     302  245794       1.3341    5.6534e-05       1.3341
CCDC3         10   12928625   13176762   1594     183  295797      0.52281    5.6534e-05      0.52276
OPTN          10   13106425   13190291    417      75  280474     0.033853    5.6534e-05     0.033796
MCM10         10   13168554   13263104    504      88  297478      -2.1046    5.6534e-05      -2.1047
UCMA          10   13253771   13311331    453      86  315982      0.37966    5.6534e-05      0.37961
PHYH          10   13309796   13377133    408      63  292024      0.98406    5.6534e-05      0.98401
SEPHS1        10   13349428   13425298    447      65  271061       1.0333    5.6534e-05       1.0332
BEND7         10   13470484   13605587    692      75  248705      -1.1544    5.6534e-05      -1.1545
PRPF18        10   13593939   13682868    422      51  259134      -1.0082    5.6534e-05      -1.0083
FRMD4A        10   13675706   14407866   5005     362  256213      -1.9813    5.6534e-05      -1.9814
FAM107B       10   14550556   14851896   1887     171  274936       -1.152    5.6534e-05       -1.152
HSPA14        10   14845159   14923740    332      59  237182     -0.79306    5.6534e-05     -0.79312
CDNF          10   14851251   14914983    258      52  224186      -1.0972    5.6534e-05      -1.0972
SUV39H2       10   14885782   14956314    257      67  197104      -1.0156    5.6534e-05      -1.0157
DCLRE1C       10   14938870   15031106    572      66  242882     -0.43505    5.6534e-05     -0.43511
MEIG1         10   14961324   15024856    433      69  264639     -0.28926    5.6534e-05     -0.28931
ACBD7         10   15047071   15165783    848      83  290626     -0.96377    5.6534e-05     -0.96382
OLAH          10   15050895   15125851    508      59  294857      -1.7489    5.6534e-05       -1.749
RPP38         10   15104179   15156256    370      62  274626     -0.17644    5.6534e-05      -0.1765
NMT2          10   15137771   15245703    652      93  266897      -0.6029    5.6534e-05     -0.60296
FAM171A1      10   15243642   15448058   1066      88  300004      -1.9436    5.6534e-05      -1.9436
ITGA8         10   15547711   15797328   1316     105  275295      0.75939    5.6534e-05      0.75933
MINDY3        10   15810173   15937519    537      24  149206      0.65431    5.6534e-05      0.65426
PTER          10   16443942   16565744    711      59  289454      0.58188    5.6534e-05      0.58183
C1QL3         10   16545742   16599004    281      42  288017      0.17136    5.6534e-05       0.1713
RSU1          10   16622615   16894509   1593     166  239016     -0.06266    5.6534e-05    -0.062717
CUBN          10   16855965   17206816   2210     164  279142     -0.67414    5.6534e-05      -0.6742
TRDMT1        10   17169828   17279093    570      36  265446     -0.15985    5.6534e-05     -0.15991
VIM           10   17234934   17289592    270      47  281730      0.34167    5.6534e-05      0.34161
ST8SIA6       10   17351282   17531408   1281      66  334006      0.15258    5.6534e-05      0.15252
HACD1         10   17621031   17694383    392      52  335495     -0.54696    5.6534e-05     -0.54701
STAM          10   17651124   17768823    684      54  317775      -1.3426    5.6534e-05      -1.3426
TMEM236       10   17759260   17852866    122      25  245137     -0.91744    5.6534e-05      -0.9175
MRC1          10   18063332   18210091     22      13   94938     -0.88035    5.6534e-05     -0.88041
SLC39A12      10   18205768   18342221    893      89  260228      0.36288    5.6534e-05      0.36283
CACNB2        10   18394373   18840688   2865     215  272843     -0.30483    5.6534e-05     -0.30488
NSUN6         10   18824264   18983180    939      56  276372     -0.36121    5.6534e-05     -0.36127
ARL5B         10   18913264   18980568    366      47  274393     -0.23177    5.6534e-05     -0.23183
MALRD1        10   19302700   20033407   4678     205  287420      -1.0763    5.6534e-05      -1.0763
PLXDC2        10   20070118   20585199   3099     158  305012      0.21293    5.6534e-05      0.21288
NEBL          10   21058900   21498116   2154     158  231131       1.1653    5.6534e-05       1.1653
MLLT10        10   21778540   22042559    699     104  163413      -2.2218    5.6534e-05      -2.2218
SKIDA1        10   21792407   21849611    147      61  137579      -2.1432    5.6534e-05      -2.1432
DNAJC1        10   22035477   22327679    965      77  220915      -1.2466    5.6534e-05      -1.2466
EBLN1         10   22487743   22533912    212      37  250593     -0.19721    5.6534e-05     -0.19727
COMMD3        10   22570312   22619246    115      65  100249       1.5055    5.6534e-05       1.5055
BMI1          10   22575139   22630414    117      61  114732       1.8674    5.6534e-05       1.8674
SPAG6         10   22599345   22716539    298      67   95204       2.3389    5.6534e-05       2.3389
PIP4K2A       10   22813766   23038503   1244      75  234665       1.7051    5.6534e-05       1.7051
ARMC3         10   23181954   23337452    698      75  254777      0.45509    5.6534e-05      0.45504
MSRB2         10   23349427   23420942    291      57  238781     0.030287    5.6534e-05     0.030231
PTF1A         10   23446460   23493181    188      55  169935      -1.2083    5.6534e-05      -1.2084
C10orf67      10   23595520   23668772    321      46  245672      -1.0005    5.6534e-05      -1.0005
OTUD1         10   23693198   23741310    265      38  120696       -1.256    5.6534e-05      -1.2561
KIAA1217      10   23948675   24846772   4508     284  249394     -0.17227    5.6534e-05     -0.17233
ARHGAP21      10   24862538   25047597    660      68  203519     -0.38997    5.6534e-05     -0.39003
PRTFDC1       10   25127536   25277680    773      88  262877      0.42777    5.6534e-05      0.42772
ENKUR         10   25260908   25386208    609      47  188060     -0.34513    5.6534e-05     -0.34519
THNSL1        10   25270508   25325593    246      38  189806    -0.071977    5.6534e-05    -0.072033
GPR158        10   25429290   25901158   2766     123  291605      -1.0369    5.6534e-05       -1.037
MYO3A         10   26188002   26511465   1905      47  325158       1.6051    5.6534e-05       1.6051
GAD2          10   26470236   26603491    679      38  262980       2.1385    5.6534e-05       2.1385
APBB1IP       10   26692253   26866732   1007      96  265425       1.1566    5.6534e-05       1.1565
PDSS1         10   26951353   27045727    648      58  283254     0.023891    5.6534e-05     0.023834
ABI1          10   27025525   27185016    862      56  243696    -0.029702    5.6534e-05    -0.029758
ANKRD26       10   27274054   27424427    819      39  284209     0.033175    5.6534e-05     0.033119
YME1L1        10   27389040   27478349    507      32  311703      0.33562    5.6534e-05      0.33556
MASTL         10   27408753   27485848    405      33  321449      0.27843    5.6534e-05      0.27837
ACBD5         10   27474143   27566068    717      36  303219     -0.45987    5.6534e-05     -0.45993
PTCHD3        10   27677117   27738297    365      41  207824     0.016754    5.6534e-05     0.016698
RAB18         10   27758103   27841166    387      40  219128      -1.5758    5.6534e-05      -1.5758
MKX           10   27951803   28069778    540      46  206760     -0.50978    5.6534e-05     -0.50984
ARMC4         10   28091095   28322977    975      78  278343     -0.46729    5.6534e-05     -0.46735
MPP7          10   28329922   28626953   1737      68  293382     -0.18883    5.6534e-05     -0.18888
WAC           10   28786355   28922041    508      43  255344    -0.096655    5.6534e-05    -0.096711
BAMBI         10   28931424   28981868    231      52  277169       0.4151    5.6534e-05      0.41504
C10orf126     10   29100337   29180827    535      51  254442      0.67453    5.6534e-05      0.67447
LYZL1         10   29542980   29617158    573      66  303626     -0.49084    5.6534e-05     -0.49089
SVIL          10   29736274   30060864   2146     180  260518      -0.5385    5.6534e-05     -0.53856
JCAD          10   30291729   30383488    538      70  181497     -0.48088    5.6534e-05     -0.48094
MTPAP         10   30588730   30673267    431      48  286735      0.41926    5.6534e-05       0.4192
MAP3K8        10   30687950   30760762    307      36  213313     -0.64101    5.6534e-05     -0.64107
LYZL2         10   30890708   30953647    392      65  275483      -0.5731    5.6534e-05     -0.57316
ZNF438        10   31123563   31355866   1164      56  260810       1.0792    5.6534e-05       1.0792
ZEB1          10   31572825   31828742    716      55  186337     -0.36045    5.6534e-05     -0.36051
ARHGAP12      10   32084326   32252804    723      50  197272     -0.14388    5.6534e-05     -0.14394
KIF5B         10   32287938   32380371    403      51  256804     -0.94559    5.6534e-05     -0.94565
EPC1          10   32546644   32702726    823      64  242954     -0.94848    5.6534e-05     -0.94854
CCDC7         10   32700057   33181805   2585      54  306481       0.5618    5.6534e-05      0.56174
ITGB1         10   33179246   33282293    469      58  278176      0.77831    5.6534e-05      0.77825
NRP1          10   33456419   33658833   1123     114  300731     -0.40625    5.6534e-05      -0.4063
PARD3         10   34388488   35139253   3371     151  234675       1.1695    5.6534e-05       1.1694
CUL2          10   35287479   35414570    550      34  249707     -0.92851    5.6534e-05     -0.92857
CREM          10   35380769   35511886    552      30  238289       -1.061    5.6534e-05       -1.061
CCNY          10   35500953   35870848   1254      93  207900       1.8404    5.6534e-05       1.8403
GJD4          10   35859338   35907863    239      64  231779         1.86    5.6534e-05       1.8599
FZD8          10   35917177   35965362    173      42  214353       1.3243    5.6534e-05       1.3242
ANKRD30A      10   37379785   37531495    569      72  197532       1.1302    5.6534e-05       1.1301
MTRNR2L7      10   37880366   37926859    274      31  289934     -0.50794    5.6534e-05       -0.508
ZNF248        10   38055454   38182012    717      34  276330      0.51934    5.6534e-05      0.51928
