Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000263146	LINC01896	55.63	lncRNA	LINC01896
ENSG00000235101	SETP9	41.59	transcribed_processed_pseudogene	SETP9
ENSG00000228863	AL121985.1	43.12	lncRNA	
ENSG00000181007	ZFP82	40.73	protein_coding	ZFP82
ENSG00000235995	UBE2V1P6	39.51	processed_pseudogene	UBE2V1P6
ENSG00000250959	GLUD1P3	52.12	transcribed_unprocessed_pseudogene	GLUD1P3
ENSG00000278845	MRPL45	45.17	protein_coding	MRPL45
ENSG00000186838	SELENOV	55.49	protein_coding	SELENOV
ENSG00000235316	DUSP8P5	67.60	processed_pseudogene	DUSP8P5
ENSG00000267318	AC005702.1	39.35	protein_coding	
ENSG00000232859	LYRM9	47.84	protein_coding	LYRM9
ENSG00000234088	RPS15AP7	40.99	processed_pseudogene	RPS15AP7
ENSG00000126549	STATH	32.03	protein_coding	STATH
ENSG00000269288	AC092070.3	37.77	lncRNA	
ENSG00000213153	AP001979.1	59.79	processed_pseudogene	
ENSG00000267142	AC092296.3	58.06	processed_pseudogene	
ENSG00000278848	TP53TG3F	50.83	protein_coding	TP53TG3F
ENSG00000261889	AC108134.2	51.20	lncRNA	
ENSG00000240563	L1TD1	43.26	protein_coding	L1TD1
ENSG00000253865	AC131025.1	49.03	lncRNA	
ENSG00000262521	AJ003147.1	54.81	lncRNA	
ENSG00000127743	IL17B	48.59	protein_coding	IL17B
ENSG00000184402	SS18L1	55.00	protein_coding	SS18L1
ENSG00000248599	AC018781.1	45.57	lncRNA	
ENSG00000282927	AC136944.6	66.53	processed_pseudogene	
ENSG00000262090	AC136944.5	65.56	processed_pseudogene	
ENSG00000237227	AL162739.1	51.47	processed_pseudogene	
ENSG00000260626	AC136944.1	40.65	lncRNA	
ENSG00000261200	AC136944.2	56.36	lncRNA	
ENSG00000183090	FREM3	39.50	protein_coding	FREM3
ENSG00000256463	SALL3	46.05	protein_coding	SALL3
ENSG00000261466	AC136944.4	44.96	lncRNA	
ENSG00000266202	AC005697.1	44.74	protein_coding	
ENSG00000250476	ENPP7P9	51.67	processed_pseudogene	ENPP7P9
ENSG00000132437	DDC	44.41	protein_coding	DDC
ENSG00000196131	VN1R2	43.32	protein_coding	VN1R2
ENSG00000266527	AC005697.2	51.51	lncRNA	
ENSG00000142765	SYTL1	58.24	protein_coding	SYTL1
ENSG00000240303	ACAD11	37.44	protein_coding	ACAD11
ENSG00000250940	AC116562.3	42.37	processed_pseudogene	
ENSG00000284727	AC116562.4	44.69	transcribed_unprocessed_pseudogene	
ENSG00000287988	FO082814.1	47.00	transcribed_unprocessed_pseudogene	
ENSG00000250345	AC104090.1	40.35	processed_pseudogene	
ENSG00000243894	AC116562.1	39.18	processed_pseudogene	
ENSG00000175581	MRPL48	43.34	protein_coding	MRPL48
ENSG00000224599	BMS1P12	40.07	unprocessed_pseudogene	BMS1P12
ENSG00000261129	AC106871.1	38.68	lncRNA	
ENSG00000230468	CLUHP5	54.19	unprocessed_pseudogene	CLUHP5
ENSG00000115548	KDM3A	40.15	protein_coding	KDM3A
ENSG00000276663	AC009090.3	37.52	lncRNA	
ENSG00000270324	AC005972.1	45.11	processed_pseudogene	
ENSG00000251600	AC107223.1	37.85	lncRNA	
ENSG00000172524	TRIM40	42.67	protein_coding	TRIM40
ENSG00000102934	PLLP	51.12	protein_coding	PLLP
ENSG00000272164	AC005972.2	42.41	processed_pseudogene	
ENSG00000279626	DUX4L28	75.66	unprocessed_pseudogene	DUX4L28
ENSG00000280337	DUX4L25	73.05	unprocessed_pseudogene	DUX4L25
ENSG00000274599	DUX4L24	73.13	unprocessed_pseudogene	DUX4L24
ENSG00000273889	FAM83H	64.94	protein_coding	FAM83H
ENSG00000156650	KAT6B	40.71	protein_coding	KAT6B
ENSG00000276964	DUX4L23	73.13	unprocessed_pseudogene	DUX4L23
ENSG00000277399	GPR179	54.80	protein_coding	GPR179
ENSG00000151148	UBE3B	46.32	protein_coding	UBE3B
ENSG00000270808	AC022400.3	58.04	processed_pseudogene	
ENSG00000277274	DUX4L22	73.13	unprocessed_pseudogene	DUX4L22
ENSG00000279088	AC022400.6	42.48	TEC	
ENSG00000275610	DUX4L21	73.05	unprocessed_pseudogene	DUX4L21
ENSG00000248669	AC116562.2	61.39	processed_pseudogene	
ENSG00000272247	AC080013.5	51.84	lncRNA	
ENSG00000276164	DUX4L20	73.13	unprocessed_pseudogene	DUX4L20
ENSG00000031691	CENPQ	37.99	protein_coding	CENPQ
ENSG00000240207	AC080013.1	43.38	lncRNA	
ENSG00000237635	DUX4L29	75.70	unprocessed_pseudogene	DUX4L29
ENSG00000203581	OR1F2P	51.88	unprocessed_pseudogene	OR1F2P
ENSG00000102931	ARL2BP	44.84	protein_coding	ARL2BP
ENSG00000010539	ZNF200	43.67	protein_coding	ZNF200
ENSG00000278664	DUX4L10	73.24	unprocessed_pseudogene	DUX4L10
ENSG00000075651	PLD1	38.86	protein_coding	PLD1
ENSG00000278761	DUX4L11	73.16	unprocessed_pseudogene	DUX4L11
ENSG00000223658	C1GALT1C1L	41.52	protein_coding	C1GALT1C1L
ENSG00000237808	NCR3	51.82	protein_coding	NCR3
ENSG00000236052	LINC01643	41.30	lncRNA	LINC01643
ENSG00000134595	SOX3	63.32	protein_coding	SOX3
ENSG00000189166	TNRC18P3	56.00	unprocessed_pseudogene	TNRC18P3
ENSG00000110888	CAPRIN2	37.58	protein_coding	CAPRIN2
ENSG00000269124	AC007193.2	49.33	lncRNA	
ENSG00000143033	MTF2	37.37	protein_coding	MTF2
ENSG00000267420	AC007993.2	49.17	lncRNA	
ENSG00000271196	AC113403.1	54.92	processed_pseudogene	
ENSG00000203972	GLYATL3	39.08	protein_coding	GLYATL3
ENSG00000214668	SLC29A4P1	59.54	unprocessed_pseudogene	SLC29A4P1
ENSG00000176043	AC007160.1	59.25	processed_pseudogene	
ENSG00000245648	AC022075.1	37.27	lncRNA	
ENSG00000261514	LINC01976	63.99	lncRNA	LINC01976
ENSG00000236154	AL450311.1	55.34	lncRNA	
ENSG00000269656	NOP53-AS1	51.43	lncRNA	NOP53-AS1
ENSG00000138772	ANXA3	39.90	protein_coding	ANXA3
ENSG00000164163	ABCE1	34.74	protein_coding	ABCE1
ENSG00000183542	KLRC4	31.48	protein_coding	KLRC4
ENSG00000167210	LOXHD1	45.39	protein_coding	LOXHD1
ENSG00000186654	PRR5	56.73	protein_coding	PRR5
ENSG00000260038	AC009090.1	40.86	lncRNA	
ENSG00000196199	MPHOSPH8	43.32	protein_coding	MPHOSPH8
ENSG00000125356	NDUFA1	42.08	protein_coding	NDUFA1
ENSG00000278212	AC134878.2	45.52	transcribed_unprocessed_pseudogene	
ENSG00000186231	KLHL32	38.88	protein_coding	KLHL32
ENSG00000137806	NDUFAF1	46.09	protein_coding	NDUFAF1
ENSG00000124074	ENKD1	60.38	protein_coding	ENKD1
ENSG00000254620	AL050327.1	45.67	lncRNA	
ENSG00000213172	AL031985.1	45.45	processed_pseudogene	
ENSG00000231290	APCDD1L-DT	48.17	lncRNA	APCDD1L-DT
ENSG00000233635	AC015923.1	37.25	lncRNA	
ENSG00000274502	ANKRD20A6P	64.22	processed_pseudogene	ANKRD20A6P
ENSG00000274162	SNX18P1Y	52.25	processed_pseudogene	SNX18P1Y
ENSG00000084070	SMAP2	41.95	protein_coding	SMAP2
ENSG00000263644	AC005828.3	43.82	lncRNA	
ENSG00000181847	TIGIT	41.84	protein_coding	TIGIT
ENSG00000227497	PABPC1P6	44.19	processed_pseudogene	PABPC1P6
ENSG00000132854	KANK4	46.96	protein_coding	KANK4
ENSG00000263501	AC005828.2	36.57	lncRNA	
ENSG00000272383	AC006270.3	38.13	processed_pseudogene	
ENSG00000221849	AC018880.1	46.77	processed_pseudogene	
ENSG00000125352	RNF113A	53.22	protein_coding	RNF113A
ENSG00000271919	AC005828.7	39.21	transcribed_processed_pseudogene	
ENSG00000231723	AC018880.2	42.79	processed_pseudogene	
ENSG00000249577	AC010424.1	37.04	processed_pseudogene	
ENSG00000224404	Z68323.1	40.97	lncRNA	
ENSG00000269792	AC011500.3	51.72	lncRNA	
ENSG00000170921	TANC2	37.68	protein_coding	TANC2
ENSG00000176401	EID2B	48.82	protein_coding	EID2B
ENSG00000197261	C6orf141	42.77	protein_coding	C6orf141
ENSG00000229508	PHKG1P4	63.62	unprocessed_pseudogene	PHKG1P4
ENSG00000269463	AP001160.4	35.60	lncRNA	
ENSG00000231532	LINC01249	38.43	lncRNA	LINC01249
ENSG00000253619	AC068413.1	37.50	lncRNA	
ENSG00000271219	AC011626.1	40.57	processed_pseudogene	
ENSG00000188782	CATSPER4	50.80	protein_coding	CATSPER4
ENSG00000162236	STX5	47.03	protein_coding	STX5
ENSG00000269584	TDGF1P7	52.77	processed_pseudogene	TDGF1P7
ENSG00000079313	REXO1	60.94	protein_coding	REXO1
ENSG00000239872	RPL35AP19	44.07	processed_pseudogene	RPL35AP19
ENSG00000227063	RPL41P1	50.62	processed_pseudogene	RPL41P1
ENSG00000237071	TRIM27	44.71	protein_coding	TRIM27
ENSG00000271766	AC010424.2	39.50	lncRNA	
ENSG00000250859	HNRNPKP1	44.89	processed_pseudogene	HNRNPKP1
ENSG00000228585	AC073143.1	43.04	processed_pseudogene	
ENSG00000213431	AC080014.1	36.64	processed_pseudogene	
ENSG00000159761	C16orf86	64.35	protein_coding	C16orf86
ENSG00000178952	TUFM	55.33	protein_coding	TUFM
ENSG00000198768	APCDD1L	48.35	protein_coding	APCDD1L
ENSG00000261965	ISCA1P3	42.09	processed_pseudogene	ISCA1P3
ENSG00000154175	ABI3BP	37.02	protein_coding	ABI3BP
ENSG00000288036	AC015943.1	37.54	lncRNA	
ENSG00000005448	WDR54	54.68	protein_coding	WDR54
ENSG00000254303	AC037486.1	37.16	lncRNA	
ENSG00000263199	AC005951.1	39.39	processed_pseudogene	
ENSG00000254209	LINC02855	38.04	lncRNA	LINC02855
ENSG00000248690	HAS2-AS1	37.99	lncRNA	HAS2-AS1
ENSG00000151338	MIPOL1	35.83	protein_coding	MIPOL1
ENSG00000230755	MTATP6P23	37.18	processed_pseudogene	MTATP6P23
ENSG00000102362	SYTL4	41.39	protein_coding	SYTL4
ENSG00000113407	TARS	38.63	protein_coding	TARS
ENSG00000262668	AJ003147.2	47.77	lncRNA	
ENSG00000287892	AC090907.3	52.57	lncRNA	
ENSG00000278570	NR2E3	49.58	protein_coding	NR2E3
ENSG00000274211	SOCS7	45.25	protein_coding	SOCS7
ENSG00000168124	OR1F1	51.17	protein_coding	OR1F1
ENSG00000133794	ARNTL	45.43	protein_coding	ARNTL
ENSG00000260965	RPL23AP91	48.96	processed_pseudogene	RPL23AP91
ENSG00000236979	NCR3	51.85	protein_coding	NCR3
ENSG00000271456	AC108081.1	47.96	processed_pseudogene	
ENSG00000102962	CCL22	51.15	protein_coding	CCL22
ENSG00000267007	AC012615.2	64.32	lncRNA	
ENSG00000253814	MRPS36P3	38.46	processed_pseudogene	MRPS36P3
ENSG00000267244	AC012615.6	64.55	lncRNA	
ENSG00000170961	HAS2	39.12	protein_coding	HAS2
ENSG00000256681	CCDC58P5	45.22	processed_pseudogene	CCDC58P5
ENSG00000080854	IGSF9B	55.75	protein_coding	IGSF9B
ENSG00000163285	GABRG1	32.60	protein_coding	GABRG1
ENSG00000187908	DMBT1	49.13	protein_coding	DMBT1
ENSG00000122417	ODF2L	34.88	protein_coding	ODF2L
ENSG00000176396	EID2	50.10	protein_coding	EID2
ENSG00000236141	AC013727.2	36.60	lncRNA	
ENSG00000158234	FAIM	40.46	protein_coding	FAIM
ENSG00000198787	OR4D12P	49.51	unprocessed_pseudogene	OR4D12P
ENSG00000256637	LINC01965	34.74	lncRNA	LINC01965
ENSG00000269588	AC011500.2	44.94	unprocessed_pseudogene	
ENSG00000279722	AC007342.7	35.56	TEC	
ENSG00000269188	AC011500.1	44.00	unprocessed_pseudogene	
ENSG00000231583	AC108938.1	50.00	unprocessed_pseudogene	
ENSG00000259926	AC007342.1	40.21	lncRNA	
ENSG00000154237	LRRK1	45.99	protein_coding	LRRK1
ENSG00000250381	UNC93B4	53.62	unprocessed_pseudogene	UNC93B4
ENSG00000260878	AC104072.1	29.64	lncRNA	
ENSG00000166971	AKTIP	45.45	protein_coding	AKTIP
ENSG00000236155	AL355877.1	48.50	transcribed_unprocessed_pseudogene	
ENSG00000232597	AC013727.1	37.94	lncRNA	
ENSG00000264513	AC006270.1	37.66	lncRNA	
ENSG00000142484	TM4SF5	50.63	protein_coding	TM4SF5
ENSG00000213488	AC008716.1	44.41	processed_pseudogene	
ENSG00000226797	AC005828.1	39.95	lncRNA	
ENSG00000278572	AL355877.3	53.59	unprocessed_pseudogene	
ENSG00000265282	AC005828.4	48.05	lncRNA	
ENSG00000215325	ASS1P10	54.26	processed_pseudogene	ASS1P10
ENSG00000235485	AL021877.1	55.20	processed_pseudogene	
ENSG00000271749	AC005828.6	43.53	unprocessed_pseudogene	
ENSG00000249229	NAMPTP2	37.47	processed_pseudogene	NAMPTP2
ENSG00000264529	AC006270.2	39.88	transcribed_processed_pseudogene	
ENSG00000251031	AC132803.1	36.27	lncRNA	
ENSG00000278152	AL133414.6	47.78	protein_coding	
ENSG00000280356	AL021877.2	43.11	lncRNA	
ENSG00000234891	Z82196.1	41.42	lncRNA	
ENSG00000204193	TXNDC8	39.93	protein_coding	TXNDC8
ENSG00000231115	RING1	53.03	protein_coding	RING1
ENSG00000168101	NUDT16L1	65.05	protein_coding	NUDT16L1
ENSG00000169884	WNT10B	55.74	protein_coding	WNT10B
ENSG00000278790	DUX4L12	73.09	unprocessed_pseudogene	DUX4L12
ENSG00000235803	MTCO2P23	39.41	processed_pseudogene	MTCO2P23
ENSG00000186017	ZNF566	40.96	protein_coding	ZNF566
ENSG00000231292	IGKV1OR2-108	51.99	IG_V_gene	IGKV1OR2-108
ENSG00000216998	CYP2AC1P	39.12	unitary_pseudogene	CYP2AC1P
ENSG00000276046	DUX4L13	73.16	unprocessed_pseudogene	DUX4L13
ENSG00000234997	AC016745.1	43.22	lncRNA	
ENSG00000241560	ZBTB20-AS1	39.77	lncRNA	ZBTB20-AS1
ENSG00000276904	DUX4L14	73.16	unprocessed_pseudogene	DUX4L14
ENSG00000278641	DUX4L15	73.24	unprocessed_pseudogene	DUX4L15
ENSG00000233273	AMMECR1LP1	47.92	processed_pseudogene	AMMECR1LP1
ENSG00000261329	AC016597.1	46.48	lncRNA	
ENSG00000185352	HS6ST3	37.99	protein_coding	HS6ST3
ENSG00000228968	AC096554.1	36.82	lncRNA	
ENSG00000237316	Z82196.2	39.13	lncRNA	
ENSG00000198060	MARCH5	40.45	protein_coding	MARCH5
ENSG00000110169	HPX	47.81	protein_coding	HPX
ENSG00000258576	AL163974.1	57.35	lncRNA	
ENSG00000065717	TLE2	54.68	protein_coding	TLE2
ENSG00000250842	AC137770.1	36.93	lncRNA	
ENSG00000047578	KIAA0556	47.84	protein_coding	KIAA0556
ENSG00000233955	AHCYP3	54.18	processed_pseudogene	AHCYP3
ENSG00000286055	AC093890.2	37.30	lncRNA	
ENSG00000285783	AC098588.3	37.20	lncRNA	
ENSG00000248125	AC008700.1	39.47	lncRNA	
ENSG00000109063	MYH3	48.63	protein_coding	MYH3
ENSG00000237723	ZNF70P1	59.62	processed_pseudogene	ZNF70P1
ENSG00000242290	ZBTB20-AS5	37.71	lncRNA	ZBTB20-AS5
ENSG00000258354	AC138932.2	55.24	lncRNA	
ENSG00000258717	AL132711.1	58.10	lncRNA	
ENSG00000196273	LINC00523	53.71	lncRNA	LINC00523
ENSG00000272563	AC016745.2	38.22	lncRNA	
ENSG00000181722	ZBTB20	36.07	protein_coding	ZBTB20
ENSG00000120738	EGR1	56.52	protein_coding	EGR1
ENSG00000232709	MARK2P9	55.00	processed_pseudogene	MARK2P9
ENSG00000125084	WNT1	62.64	protein_coding	WNT1
ENSG00000267309	AC092295.2	57.69	lncRNA	
ENSG00000267312	AC015911.4	42.24	processed_pseudogene	
ENSG00000230668	AL844175.1	39.98	lncRNA	
ENSG00000227157	AC068535.1	37.94	lncRNA	
ENSG00000197540	GZMM	60.74	protein_coding	GZMM
ENSG00000225765	LINC01831	37.76	lncRNA	LINC01831
ENSG00000227750	HTATSF1P1	46.81	processed_pseudogene	HTATSF1P1
ENSG00000123737	EXOSC9	37.71	protein_coding	EXOSC9
ENSG00000248405	PRR5-ARHGAP8	52.76	protein_coding	PRR5-ARHGAP8
ENSG00000255987	TOMM20P2	48.22	processed_pseudogene	TOMM20P2
ENSG00000233871	DLG5-AS1	48.35	lncRNA	DLG5-AS1
ENSG00000205045	SLFN12L	42.49	protein_coding	SLFN12L
ENSG00000243498	UBA52P5	57.35	processed_pseudogene	UBA52P5
ENSG00000189376	C8orf76	43.71	protein_coding	C8orf76
ENSG00000168528	SERINC2	52.80	protein_coding	SERINC2
ENSG00000287793	AC068535.2	37.25	lncRNA	
ENSG00000234612	H2AFZP5	49.48	processed_pseudogene	H2AFZP5
ENSG00000006210	CX3CL1	53.75	protein_coding	CX3CL1
ENSG00000236252	AL512605.1	39.38	transcribed_processed_pseudogene	
ENSG00000286030	AC015911.10	49.78	transcribed_unprocessed_pseudogene	
ENSG00000125089	SH3TC1	57.48	protein_coding	SH3TC1
ENSG00000267046	E2F3P1	50.08	processed_pseudogene	E2F3P1
ENSG00000267085	AL512605.2	35.16	processed_pseudogene	
ENSG00000234441	AC105272.1	41.92	unprocessed_pseudogene	
ENSG00000286065	AC015911.11	42.51	lncRNA	
ENSG00000253317	AC078906.1	40.31	lncRNA	
ENSG00000249286	AMD1P3	45.41	processed_pseudogene	AMD1P3
ENSG00000204780	IGKV1OR9-1	48.59	IG_V_pseudogene	IGKV1OR9-1
ENSG00000273661	AL133414.2	48.17	protein_coding	
ENSG00000279557	AC010435.1	37.30	TEC	
ENSG00000129911	KLF16	65.43	protein_coding	KLF16
ENSG00000267074	AC015911.3	41.81	lncRNA	
ENSG00000224993	RPL29P12	54.39	processed_pseudogene	RPL29P12
ENSG00000267349	AC015911.5	37.47	lncRNA	
ENSG00000260576	EIF5A2P1	40.87	processed_pseudogene	EIF5A2P1
ENSG00000248092	NNT-AS1	41.09	lncRNA	NNT-AS1
ENSG00000244253	RPS29P24	42.11	processed_pseudogene	RPS29P24
ENSG00000243568	AC020779.1	45.48	processed_pseudogene	
ENSG00000267369	AC015911.7	49.37	processed_pseudogene	
ENSG00000267554	AC015911.8	46.43	processed_pseudogene	
ENSG00000188078	AL022313.1	55.85	unprocessed_pseudogene	
ENSG00000166192	SENP8	40.36	protein_coding	SENP8
ENSG00000253395	AP003469.2	46.39	lncRNA	
ENSG00000229971	AL022313.3	44.03	lncRNA	
ENSG00000253355	AP003469.1	45.09	lncRNA	
ENSG00000102970	CCL17	53.48	protein_coding	CCL17
ENSG00000243581	RPS29P25	40.35	processed_pseudogene	RPS29P25
ENSG00000267141	AC012615.4	61.98	lncRNA	
ENSG00000253737	AP003469.3	44.27	lncRNA	
ENSG00000267125	AC012615.3	63.01	lncRNA	
ENSG00000204779	FOXD4L5	54.23	protein_coding	FOXD4L5
ENSG00000273553	AC016597.2	36.66	lncRNA	
ENSG00000255406	LINC02730	48.62	lncRNA	LINC02730
ENSG00000261736	AC002551.1	49.62	lncRNA	
ENSG00000166862	CACNG2	47.64	protein_coding	CACNG2
ENSG00000286119	AC114798.1	50.16	lncRNA	
ENSG00000174715	PPIAP72	47.62	processed_pseudogene	PPIAP72
ENSG00000272646	AC079766.1	43.09	lncRNA	
ENSG00000188101	ALOX15P2	50.33	unprocessed_pseudogene	ALOX15P2
ENSG00000279277	AC012020.1	44.39	lncRNA	
ENSG00000261632	AC022872.1	37.47	lncRNA	
ENSG00000260037	AC104938.1	42.57	lncRNA	
ENSG00000267091	CTBP2P7	55.39	processed_pseudogene	CTBP2P7
ENSG00000284930	AC005280.2	42.69	lncRNA	
ENSG00000261087	AP003469.4	42.27	lncRNA	
ENSG00000167889	MGAT5B	54.13	protein_coding	MGAT5B
ENSG00000261675	AL022313.4	51.76	lncRNA	
ENSG00000175575	PAAF1	42.99	protein_coding	PAAF1
ENSG00000260173	AC020779.2	42.83	lncRNA	
ENSG00000251393	AC005280.1	44.88	lncRNA	
ENSG00000112992	NNT	37.88	protein_coding	NNT
ENSG00000259305	ZHX1-C8orf76	40.57	protein_coding	ZHX1-C8orf76
ENSG00000254648	AP000911.1	56.58	lncRNA	
ENSG00000103479	RBL2	38.71	protein_coding	RBL2
ENSG00000204241	LINC02731	51.52	lncRNA	LINC02731
ENSG00000276433	KIR3DL3	48.87	protein_coding	KIR3DL3
ENSG00000178980	SELENOW	54.38	protein_coding	SELENOW
ENSG00000241458	RPL7P19	41.26	processed_pseudogene	RPL7P19
ENSG00000165156	ZHX1	38.83	protein_coding	ZHX1
ENSG00000066933	MYO9A	37.93	protein_coding	MYO9A
ENSG00000133961	NUMB	40.48	protein_coding	NUMB
ENSG00000258567	DUX4L16	67.17	unprocessed_pseudogene	DUX4L16
ENSG00000214329	SLC9B1P2	37.77	transcribed_unprocessed_pseudogene	SLC9B1P2
ENSG00000267035	AC015911.2	41.24	lncRNA	
ENSG00000261462	AC004023.1	35.95	lncRNA	
ENSG00000280309	AC023300.3	55.90	TEC	
ENSG00000277749	AC023300.2	56.70	lncRNA	
ENSG00000140481	CCDC33	53.68	protein_coding	CCDC33
ENSG00000232835	AC107057.1	43.54	lncRNA	
ENSG00000230090	AC108025.1	40.34	lncRNA	
ENSG00000230957	MAS1LP1	52.72	unprocessed_pseudogene	MAS1LP1
ENSG00000224128	LINC01248	40.78	lncRNA	LINC01248
ENSG00000275061	AC122133.1	42.10	unprocessed_pseudogene	
ENSG00000242540	AC010729.2	43.72	lncRNA	
ENSG00000241295	ZBTB20-AS2	38.15	lncRNA	ZBTB20-AS2
ENSG00000230086	VN1R96P	41.26	unitary_pseudogene	VN1R96P
ENSG00000204778	CBWD4P	36.48	unprocessed_pseudogene	CBWD4P
ENSG00000176887	SOX11	48.61	protein_coding	SOX11
ENSG00000287244	AL020997.5	55.08	lncRNA	
ENSG00000264475	AP005062.1	42.61	lncRNA	
ENSG00000242767	ZBTB20-AS4	35.66	lncRNA	ZBTB20-AS4
ENSG00000259976	AC093010.3	37.39	lncRNA	
ENSG00000101680	LAMA1	43.13	protein_coding	LAMA1
ENSG00000131771	PPP1R1B	57.94	protein_coding	PPP1R1B
ENSG00000236106	AC010729.1	40.48	lncRNA	
ENSG00000250979	AC022905.1	36.14	unprocessed_pseudogene	
ENSG00000224455	VPS52	45.64	protein_coding	VPS52
ENSG00000239946	ZBTB20-AS3	37.17	lncRNA	ZBTB20-AS3
ENSG00000237266	LINC01810	42.66	lncRNA	LINC01810
ENSG00000240002	YBX1P3	51.27	processed_pseudogene	YBX1P3
ENSG00000254004	ZNF260	39.78	protein_coding	ZNF260
ENSG00000269009	SLC6A21P	58.95	processed_pseudogene	SLC6A21P
ENSG00000239801	DENND6A-AS1	39.60	lncRNA	DENND6A-AS1
ENSG00000275246	TLCD2	51.85	protein_coding	TLCD2
ENSG00000198466	ZNF587	46.52	protein_coding	ZNF587
ENSG00000174839	DENND6A	39.72	protein_coding	DENND6A
ENSG00000235555	SUMO1P4	41.39	processed_pseudogene	SUMO1P4
ENSG00000227046	DAXX	51.33	protein_coding	DAXX
ENSG00000241484	ARHGAP8	51.22	protein_coding	ARHGAP8
ENSG00000167548	KMT2D	54.13	protein_coding	KMT2D
ENSG00000141098	GFOD2	46.44	protein_coding	GFOD2
ENSG00000172270	BSG	62.58	protein_coding	BSG
ENSG00000228377	MAS1L	49.78	protein_coding	MAS1L
ENSG00000238034	AL109807.1	34.20	lncRNA	
ENSG00000161298	ZNF382	41.92	protein_coding	ZNF382
ENSG00000226122	DDC-AS1	48.76	lncRNA	DDC-AS1
ENSG00000178935	ZNF552	47.58	protein_coding	ZNF552
ENSG00000196776	CD47	37.38	protein_coding	CD47
ENSG00000132436	FIGNL1	43.84	protein_coding	FIGNL1
ENSG00000267521	AC016168.1	56.50	lncRNA	
ENSG00000268750	AC010522.1	47.11	protein_coding	
ENSG00000231349	AC119749.1	45.88	processed_pseudogene	
ENSG00000287667	AC109517.1	37.70	lncRNA	
ENSG00000039537	C6	36.68	protein_coding	C6
ENSG00000269343	ZNF587B	47.02	protein_coding	ZNF587B
ENSG00000088926	F11	40.12	protein_coding	F11
ENSG00000280122	AC016168.3	53.36	TEC	
ENSG00000267568	AC016168.2	51.85	lncRNA	
ENSG00000260734	TLE7	52.15	protein_coding	TLE7
ENSG00000186020	ZNF529	40.96	protein_coding	ZNF529
ENSG00000141084	RANBP10	49.73	protein_coding	RANBP10
ENSG00000083828	ZNF586	46.13	protein_coding	ZNF586
ENSG00000225297	AC126124.1	54.59	processed_pseudogene	
ENSG00000130758	MAP3K10	53.37	protein_coding	MAP3K10
ENSG00000117505	DR1	36.44	protein_coding	DR1
ENSG00000114270	COL7A1	60.13	protein_coding	COL7A1
ENSG00000249624	AP000295.1	45.70	protein_coding	
ENSG00000261384	AC023300.1	57.13	lncRNA	
ENSG00000174876	AMY1B	34.59	protein_coding	AMY1B
ENSG00000270804	AC010326.4	48.53	transcribed_processed_pseudogene	
ENSG00000223799	IL10RB-DT	48.16	lncRNA	IL10RB-DT
ENSG00000233527	ZNF529-AS1	42.20	lncRNA	ZNF529-AS1
ENSG00000137868	STRA6	55.21	protein_coding	STRA6
ENSG00000250710	OR7E99P	50.11	unprocessed_pseudogene	OR7E99P
ENSG00000204514	ZNF814	46.12	protein_coding	ZNF814
ENSG00000286795	AL161652.1	39.65	lncRNA	
ENSG00000183458	AC138932.1	62.84	transcribed_unprocessed_pseudogene	
ENSG00000279344	AC007342.6	38.97	TEC	
ENSG00000159110	IFNAR2	44.16	protein_coding	IFNAR2
ENSG00000263125	ARL2BPP8	37.53	processed_pseudogene	ARL2BPP8
ENSG00000228629	AC092295.1	43.73	lncRNA	
ENSG00000237003	AC126124.2	44.86	processed_pseudogene	
ENSG00000257913	DDN-AS1	47.46	lncRNA	DDN-AS1
ENSG00000183426	NPIPA1	53.53	protein_coding	NPIPA1
ENSG00000230907	FKBPL	54.57	protein_coding	FKBPL
ENSG00000267359	AC015911.6	39.54	lncRNA	
ENSG00000188986	NELFB	56.43	protein_coding	NELFB
ENSG00000122483	CCDC18	36.98	protein_coding	CCDC18
ENSG00000236320	SLFN14	42.48	protein_coding	SLFN14
ENSG00000181418	DDN	61.96	protein_coding	DDN
ENSG00000213594	GAPDHP25	50.85	processed_pseudogene	GAPDHP25
ENSG00000267625	AC015911.9	48.24	lncRNA	
ENSG00000242660	AC015911.1	39.10	processed_pseudogene	
ENSG00000148672	GLUD1	42.02	protein_coding	GLUD1
ENSG00000272297	AC018709.1	43.09	protein_coding	
ENSG00000148488	ST8SIA6	40.76	protein_coding	ST8SIA6
ENSG00000198113	TOR4A	67.76	protein_coding	TOR4A
ENSG00000239320	RPS29P26	43.27	processed_pseudogene	RPS29P26
ENSG00000251165	F11-AS1	42.09	lncRNA	F11-AS1
ENSG00000270259	BX255925.2	48.89	processed_pseudogene	
ENSG00000181929	PRKAG1	45.18	protein_coding	PRKAG1
ENSG00000277267	LILRP2	44.33	transcribed_processed_pseudogene	LILRP2
ENSG00000258476	LINC02207	38.72	lncRNA	LINC02207
ENSG00000288234	BX255925.4	62.34	lncRNA	
ENSG00000145386	CCNA2	39.44	protein_coding	CCNA2
ENSG00000198435	NRARP	59.22	protein_coding	NRARP
ENSG00000269476	AC010326.2	45.93	protein_coding	
ENSG00000260996	BX255925.1	61.54	lncRNA	
ENSG00000168412	MTNR1A	45.22	protein_coding	MTNR1A
